name,serial_No,CAK_MT_WT,MT_Applied_1,No_Boxes,Begin_Sail,Load_port,Bkg_Dest_Port,Carrier,Voyage_Name,Voyage_No,Est_MT_WT,Est_No_Boxes,MT_Applied,Applied_No_Boxes,Shipped_Date,Arrival_Date
"480M COLOMBO, SRI 50LANKA",SSW094640,,,,,"SAVANNAH,GA",COLOMBO,GTRANS USA INC,COSCOSHIPPINGHIMALAYAS,033N,0.000,0,52.862,2,09/11/22,10/24/22
