name,serial_No,CAK_MT_WT,MT_Applied_1,No_Boxes,Begin_Sail,Load_port,Bkg_Dest_Port,Carrier,Voyage_Name,Voyage_No,Est_MT_WT,Est_No_Boxes,MT_Applied,Applied_No_Boxes,Shipped_Date,Arrival_Date
"480M COLOMBO, SRILANKA",SSW100065,,,,,"VANCOUVER,BC",COLOMBO,GTRANS USA INC,COSCO ASIA,084S,0.000,0,104.328,4,07/28/22,10/05/22
