name,serial_No,CAK_MT_WT,MT_Applied_1,No_Boxes,Begin_Sail,Load_port,Bkg_Dest_Port,Carrier,Voyage_Name,Voyage_No,Est_MT_WT,Est_No_Boxes,MT_Applied,Applied_No_Boxes,Shipped_Date,Arrival_Date
"CFL AGRO LANKA (PVT) LTD.480M COLOMBO, SRI 100LANKA",CFLASEESSW099644D,,104.038,4,07/15/22,"SAVANNAH,GA",COLOMBO,GTRANS USA INC,COSCOSHIPPINGHIMALAYAS,033N,0.000,0,104.038,4,09/11/22,10/24/22
