name,serial_No,CAK_MT_WT,MT_Applied_1,No_Boxes,Begin_Sail,Load_port,Bkg_Dest_Port,Carrier,Voyage_Name,Voyage_No,Est_MT_WT,Est_No_Boxes,MT_Applied,Applied_No_Boxes,Shipped_Date,Arrival_Date
"TEMPO ESTATE AGRO PVT. LTD.480M COLOMBO, SRILANKA",TEMPOPASSW104363,80,0.000,3,09/01/22,"LOSANGELES, CA",COLOMBO,"SEATRADEINTERNATIONAL,INC.",CMA CGMUNITY,0TUP0W1MA,78.000,3,0.000,0,10/11/22,11/08/22
